District_Name,Soil_Color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link
Kolhapur,Dark Brown,75,45,50,6.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,45,50,6.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,45,50,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,45,50,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,45,50,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,45,50,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,55,60,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,40,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,50,60,6,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,50,60,6,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,50,60,6,700,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,50,60,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,50,60,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,50,60,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,50,60,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,50,60,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,50,60,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,55,40,6.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,60,45,7,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,40,55,7.5,1000,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,40,55,7.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,45,60,6,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,50,40,6.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,50,40,6.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,55,45,7,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,60,50,7.5,800,15,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,40,60,6,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,40,60,6,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,40,60,6,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,40,60,6,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,40,60,6,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,40,60,6,900,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,40,60,6,900,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,40,60,6,900,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,40,60,6,900,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,45,40,6.5,1000,25,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,50,45,7,500,15,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,55,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,55,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,55,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,55,50,7.5,600,20,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,55,50,7.5,600,20,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,60,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,65,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,70,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,75,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,80,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,85,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,90,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,95,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,100,60,55,6,700,25,Wheat,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Black,20,30,20,6,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,25,30,20,6,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,30,30,20,6,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,20,35,25,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,25,35,25,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,30,35,25,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,20,40,20,7,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,25,40,20,7,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,30,40,20,7,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,20,30,25,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,25,30,25,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,30,30,25,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,20,35,20,6,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,25,35,20,6,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,30,35,20,6,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,20,40,25,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,25,40,25,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,30,40,25,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,25,30,6,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,55,25,30,6,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,60,25,30,6,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,30,35,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,55,30,35,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,60,30,35,6.5,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,25,40,7,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,55,25,40,7,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,60,25,40,7,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,30,30,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,55,30,30,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,60,30,30,7.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,25,35,6,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,55,25,35,6,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,60,25,35,6,500,25,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,30,40,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,55,30,40,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,60,30,40,6.5,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,40,20,20,5.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,45,20,20,5.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,20,20,5.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,40,30,30,6,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,45,30,30,6,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,30,30,6,600,30,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,40,20,30,6.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,45,20,30,6.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,20,30,6.5,500,25,Groundnut,Chilated Micronutrient,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,40,30,20,7,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,45,30,20,7,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Black,50,30,20,7,600,30,Groundnut,SSP,https://youtu.be/xW8wji2zjcU
Kolhapur,Dark Brown,120,60,40,6,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE8
Kolhapur,Dark Brown,125,60,40,6,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE9
Kolhapur,Dark Brown,130,60,40,6,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE10
Kolhapur,Dark Brown,135,60,40,6,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE11
Kolhapur,Dark Brown,140,60,40,6,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE12
Kolhapur,Dark Brown,145,60,40,6,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE13
Kolhapur,Dark Brown,150,60,40,6,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE14
Kolhapur,Dark Brown,120,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE15
Kolhapur,Dark Brown,125,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE16
Kolhapur,Dark Brown,130,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE17
Kolhapur,Dark Brown,135,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE18
Kolhapur,Dark Brown,140,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE19
Kolhapur,Dark Brown,145,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE20
Kolhapur,Dark Brown,150,65,45,6.5,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE21
Kolhapur,Dark Brown,120,70,50,7,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE22
Kolhapur,Dark Brown,125,70,50,7,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE23
Kolhapur,Dark Brown,130,70,50,7,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE24
Kolhapur,Dark Brown,135,70,50,7,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE25
Kolhapur,Dark Brown,140,70,50,7,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE26
Kolhapur,Dark Brown,145,70,50,7,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE27
Kolhapur,Dark Brown,150,70,50,7,700,30,Maize,Urea,https://youtu.be/nZxrPsXAJE28
Kolhapur,Dark Brown,120,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE29
Kolhapur,Dark Brown,125,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE30
Kolhapur,Dark Brown,130,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE31
Kolhapur,Dark Brown,135,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE32
Kolhapur,Dark Brown,140,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE33
Kolhapur,Dark Brown,145,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE34
Kolhapur,Dark Brown,150,75,55,7.5,500,20,Maize,Urea,https://youtu.be/nZxrPsXAJE35
Kolhapur,Dark Brown,120,80,60,6,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE36
Kolhapur,Dark Brown,125,80,60,6,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE37
Kolhapur,Dark Brown,130,80,60,6,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE38
Kolhapur,Dark Brown,135,80,60,6,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE39
Kolhapur,Dark Brown,140,80,60,6,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE40
Kolhapur,Dark Brown,145,80,60,6,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE41
Kolhapur,Dark Brown,150,80,60,6,600,25,Maize,Urea,https://youtu.be/nZxrPsXAJE42
Kolhapur,Dark Brown,120,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE43
Kolhapur,Dark Brown,125,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE44
Kolhapur,Dark Brown,130,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE45
Kolhapur,Dark Brown,135,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE46
Kolhapur,Dark Brown,140,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE47
Kolhapur,Dark Brown,145,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE48
Kolhapur,Dark Brown,150,60,45,6.5,700,30,Maize,SSP,https://youtu.be/nZxrPsXAJE49
Kolhapur,Dark Brown,120,65,50,7,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE50
Kolhapur,Dark Brown,125,65,50,7,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE51
Kolhapur,Dark Brown,130,65,50,7,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE52
Kolhapur,Dark Brown,135,65,50,7,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE53
Kolhapur,Dark Brown,140,65,50,7,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE54
Kolhapur,Dark Brown,145,65,50,7,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE55
Kolhapur,Dark Brown,150,65,50,7,500,20,Maize,SSP,https://youtu.be/nZxrPsXAJE56
Kolhapur,Dark Brown,120,70,55,7.5,600,25,Maize,SSP,https://youtu.be/nZxrPsXAJE57
Kolhapur,Dark Brown,125,70,55,7.5,600,25,Maize,SSP,https://youtu.be/nZxrPsXAJE58
Kolhapur,Dark Brown,130,70,55,7.5,600,25,Maize,SSP,https://youtu.be/nZxrPsXAJE59
Kolhapur,Dark Brown,135,70,55,7.5,600,25,Maize,SSP,https://youtu.be/nZxrPsXAJE60
Kolhapur,Dark Brown,140,70,55,7.5,600,25,Maize,SSP,https://youtu.be/nZxrPsXAJE61
Kolhapur,Dark Brown,145,70,55,7.5,600,25,Maize,SSP,https://youtu.be/nZxrPsXAJE62
