District_Name,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Soil_color,Link,Yield
Kolhapur,100,40,55,7.5,800,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,89.75
Kolhapur,105,40,55,7.5,800,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,90
Kolhapur,110,40,55,7.5,800,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,90.25
Kolhapur,115,40,55,7.5,800,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,90.5
Kolhapur,120,40,55,7.5,800,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,90.75
Kolhapur,100,45,60,6,900,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,100.25
Kolhapur,105,45,60,6,900,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,100.5
Kolhapur,110,45,60,6,900,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,100.75
Kolhapur,115,45,60,6,900,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,101
Kolhapur,120,45,60,6,900,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,101.25
Kolhapur,100,50,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.5
Kolhapur,105,50,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.75
Kolhapur,110,50,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,110
Kolhapur,115,50,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,110.25
Kolhapur,120,50,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,110.5
Kolhapur,100,55,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60
Kolhapur,105,55,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60.25
Kolhapur,110,55,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60.5
Kolhapur,115,55,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60.75
Kolhapur,120,55,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,61
Kolhapur,100,60,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,70.5
Kolhapur,105,60,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,70.75
Kolhapur,110,60,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,71
Kolhapur,115,60,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,71.25
Kolhapur,120,60,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,71.5
Kolhapur,100,40,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80
Kolhapur,105,40,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80.25
Kolhapur,110,40,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80.5
Kolhapur,115,40,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80.75
Kolhapur,120,40,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,81
Kolhapur,100,45,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.25
Kolhapur,105,45,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.5
Kolhapur,110,45,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.75
Kolhapur,115,45,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90
Kolhapur,120,45,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90.25
Kolhapur,100,50,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99.75
Kolhapur,105,50,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,100
Kolhapur,110,50,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,100.25
Kolhapur,115,50,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,100.5
Kolhapur,120,50,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,100.75
Kolhapur,100,55,50,7.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,110.25
Kolhapur,105,55,50,7.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,110.5
Kolhapur,110,55,50,7.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,110.75
Kolhapur,115,55,50,7.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,111
Kolhapur,120,55,50,7.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,111.25
Kolhapur,100,60,55,6,500,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,60.75
Kolhapur,105,60,55,6,500,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,61
Kolhapur,110,60,55,6,500,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,61.25
Kolhapur,115,60,55,6,500,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,61.5
Kolhapur,120,60,55,6,500,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,61.75
Kolhapur,60,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,57
Kolhapur,65,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,57.25
Kolhapur,70,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,57.5
Kolhapur,75,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,57.75
Kolhapur,80,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58
Kolhapur,85,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.25
Kolhapur,90,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.5
Kolhapur,95,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.75
Kolhapur,100,40,40,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59
Kolhapur,60,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,67.5
Kolhapur,65,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,67.75
Kolhapur,70,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68
Kolhapur,75,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.25
Kolhapur,80,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.5
Kolhapur,85,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.75
Kolhapur,90,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,69
Kolhapur,95,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,69.25
Kolhapur,100,45,45,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,69.5
Kolhapur,60,55,55,7,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,78.5
Kolhapur,65,55,55,7,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,78.75
Kolhapur,70,55,55,7,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,79
Kolhapur,75,55,55,7,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,79.25
Kolhapur,80,55,55,7,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,79.5
Kolhapur,85,55,55,7,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,79.75
Kolhapur,90,55,55,7,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,80
Kolhapur,95,55,55,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80.25
Kolhapur,100,55,55,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80.5
Kolhapur,60,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89
Kolhapur,65,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.25
Kolhapur,70,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.5
Kolhapur,75,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.75
Kolhapur,80,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90
Kolhapur,85,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90.25
Kolhapur,90,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90.5
Kolhapur,95,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90.75
Kolhapur,100,60,60,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,91
Kolhapur,60,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,97.25
Kolhapur,65,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,97.5
Kolhapur,70,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,97.75
Kolhapur,75,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98
Kolhapur,80,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.25
Kolhapur,85,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.5
Kolhapur,90,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.75
Kolhapur,95,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99
Kolhapur,100,40,45,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99.25
Kolhapur,60,45,50,6.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,107.75
Kolhapur,65,45,50,6.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,108
Kolhapur,70,45,50,6.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,108.25
Kolhapur,75,45,50,6.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,108.5
Kolhapur,80,45,50,6.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,108.75
Kolhapur,85,45,50,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109
Kolhapur,90,45,50,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.25
Kolhapur,95,45,50,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.5
Kolhapur,100,45,50,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.75
Kolhapur,60,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.75
Kolhapur,65,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59
Kolhapur,70,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.25
Kolhapur,75,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.5
Kolhapur,80,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.75
Kolhapur,85,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60
Kolhapur,90,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60.25
Kolhapur,95,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60.5
Kolhapur,100,55,60,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60.75
Kolhapur,60,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,67.5
Kolhapur,65,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,67.75
Kolhapur,70,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68
Kolhapur,75,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.25
Kolhapur,80,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.5
Kolhapur,85,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.75
Kolhapur,90,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,69
Kolhapur,95,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,69.25
Kolhapur,100,40,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,69.5
Kolhapur,60,50,60,6,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,78.5
Kolhapur,65,50,60,6,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,78.75
Kolhapur,70,50,60,6,700,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,79
Kolhapur,75,50,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,79.25
Kolhapur,80,50,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,79.5
Kolhapur,85,50,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,79.75
Kolhapur,90,50,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80
Kolhapur,95,50,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80.25
Kolhapur,100,50,60,6,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80.5
Kolhapur,60,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,87.75
Kolhapur,65,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,88
Kolhapur,70,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,88.25
Kolhapur,75,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,88.5
Kolhapur,80,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,88.75
Kolhapur,85,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89
Kolhapur,90,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.25
Kolhapur,95,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.5
Kolhapur,100,55,40,6.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.75
Kolhapur,60,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.25
Kolhapur,65,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.5
Kolhapur,70,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.75
Kolhapur,75,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99
Kolhapur,80,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99.25
Kolhapur,85,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99.5
Kolhapur,90,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99.75
Kolhapur,95,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,100
Kolhapur,100,60,45,7,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,100.25
Kolhapur,60,40,55,7.5,1000,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,107.75
Kolhapur,65,40,55,7.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,108
Kolhapur,70,40,55,7.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,108.25
Kolhapur,75,40,55,7.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,108.5
Kolhapur,80,40,55,7.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,108.75
Kolhapur,85,40,55,7.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109
Kolhapur,90,40,55,7.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.25
Kolhapur,95,40,55,7.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.5
Kolhapur,100,40,55,7.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.75
Kolhapur,60,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.25
Kolhapur,65,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.5
Kolhapur,70,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.75
Kolhapur,75,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59
Kolhapur,80,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.25
Kolhapur,85,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.5
Kolhapur,90,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.75
Kolhapur,95,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60
Kolhapur,100,45,60,6,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,60.25
Kolhapur,60,50,40,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,67.5
Kolhapur,65,50,40,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,67.75
Kolhapur,70,50,40,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68
Kolhapur,75,50,40,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.25
Kolhapur,80,50,40,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.5
Kolhapur,85,50,40,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.75
Kolhapur,90,50,40,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,69
Kolhapur,95,50,40,6.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,69.25
Kolhapur,100,50,40,6.5,600,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,69.5
Kolhapur,60,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,78
Kolhapur,65,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,78.25
Kolhapur,70,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,78.5
Kolhapur,75,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,78.75
Kolhapur,80,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,79
Kolhapur,85,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,79.25
Kolhapur,90,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,79.5
Kolhapur,95,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,79.75
Kolhapur,100,55,45,7,700,25,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,80
Kolhapur,60,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,88.5
Kolhapur,65,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,88.75
Kolhapur,70,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89
Kolhapur,75,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.25
Kolhapur,80,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.5
Kolhapur,85,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,89.75
Kolhapur,90,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90
Kolhapur,95,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90.25
Kolhapur,100,60,50,7.5,800,15,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,90.5
Kolhapur,60,40,60,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98
Kolhapur,65,40,60,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.25
Kolhapur,70,40,60,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.5
Kolhapur,75,40,60,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,98.75
Kolhapur,80,40,60,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99
Kolhapur,85,40,60,6,900,20,Wheat,Urea,Dark Brown,https://youtu.be/VNptnPJt5yo,99.25
Kolhapur,90,40,60,6,900,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,99.5
Kolhapur,95,40,60,6,900,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,99.75
Kolhapur,100,40,60,6,900,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,100
Kolhapur,60,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,107.25
Kolhapur,65,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,107.5
Kolhapur,70,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,107.75
Kolhapur,75,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,108
Kolhapur,80,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,108.25
Kolhapur,85,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,108.5
Kolhapur,90,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,108.75
Kolhapur,95,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109
Kolhapur,100,45,40,6.5,1000,25,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,109.25
Kolhapur,60,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,57.75
Kolhapur,65,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58
Kolhapur,70,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.25
Kolhapur,75,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.5
Kolhapur,80,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,58.75
Kolhapur,85,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59
Kolhapur,90,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.25
Kolhapur,95,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.5
Kolhapur,100,50,45,7,500,15,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,59.75
Kolhapur,60,55,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.25
Kolhapur,65,55,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.5
Kolhapur,70,55,50,7.5,600,20,Wheat,19:19:19 NPK,Dark Brown,https://youtu.be/VNptnPJt5yo,68.75
